Word,Length,LgSUBTLWF,Concreteness_Rating,Semantic_Neighborhood_Density,Age_Of_Acquisition,BG_Sum
roasted,7,1.94,3.67,0.53,7.11,16460
rob,3,3.08,3.48,0.63,7.28,2502
robber,6,2.38,4.31,0.47,5.74,9697
robbers,7,2.37,#,0.5,5.74,11166
robbery,7,3.07,3.93,0.57,7.43,10331
robe,4,2.64,5,0.47,6.38,3360
Robert,6,3.51,#,0.67,#,10525
robes,5,2.07,#,0.49,6.38,7849
robot,5,2.79,4.65,0.61,5.35,4171
robust,6,1.57,2.64,0.58,13.16,8053
rock,4,3.64,4.91,0.67,3.22,3734
rocker,6,1.81,4.31,0.52,7.06,10794
rocket,6,2.78,4.73,0.62,5.63,5986
rocks,5,3.07,#,0.62,3.22,3974
rocky,5,2.91,4.17,0.62,#,3827
rod,3,2.74,4.43,0.62,7.42,2678
rodent,6,1.97,4.7,0.45,6.95,12113
rodents,7,1.72,#,0.56,6.95,13119
rodeo,5,2.45,4.81,0.55,8.33,5521
Roger,5,3.41,2.59,0.65,#,10022
rogue,5,2.28,2.32,0.57,11.48,3429
roll,4,3.51,4.16,0.64,4.47,5058
rolling,7,3.04,4.04,0.64,4.47,18620
rolls,5,2.65,#,0.58,4.47,5473
Roman,5,2.73,3.33,0.66,9.52,8523
romance,7,2.9,2.19,0.62,9.28,11553
Romans,6,2.19,#,0.59,#,10379
romantic,8,3.25,1.93,0.63,8.11,18610
Rome,4,2.99,#,0.65,#,5101
roof,4,3.26,4.79,0.62,5,3269
rook,4,1.86,4.38,0.45,11.59,3298
rookie,6,2.4,2.83,0.58,9.39,4977
roommate,8,2.77,4.52,0.55,9.21,14924
roost,5,1.66,3.29,0.39,10.5,7479
rooster,7,2.3,4.75,0.48,6.41,18036
root,4,2.73,4.34,0.63,5.94,3974
roots,5,2.51,#,0.65,5.94,4980
rope,4,3.06,4.93,0.58,5.44,4557
ropes,5,2.48,4.78,0.56,5.21,9046
rose,4,3.43,4.9,0.68,6.11,5019
roses,5,2.86,#,0.57,6.11,9508
rot,3,2.6,3.96,0.48,7.57,3048
rotate,6,2,3.45,0.56,7.89,13501
rotation,8,2.18,3.32,0.6,8.11,20997
rotor,5,1.4,3.84,0.57,12.71,7168
rotten,6,2.95,3.87,0.52,6.95,11931
rotting,7,2.22,3.48,0.44,7.57,19311
rotund,6,0.85,3.45,0.24,13.42,7405
rouge,5,2.22,3.77,0.58,12.33,5346
rough,5,3.28,3.83,0.63,6.21,4610
roughly,7,2.21,2.57,0.65,7.69,6225
round,5,3.53,3.9,0.66,4.75,7436
roundabout,10,1.36,3.86,0.55,12.74,12357
rounded,7,1.92,3.5,0.58,4.75,14522
route,5,3.04,3.88,0.63,11.4,9155
routine,7,3.01,2.7,0.61,9.26,18707
rover,5,2.23,3.9,0.56,#,10747
row,3,3.13,3.93,0.64,7,2829
rowdy,5,1.72,2.6,0.41,7.75,3011
royal,5,3.07,3.14,0.67,7.17,5460
royalty,7,2.3,3.11,0.56,8,6533
rub,3,2.9,4.33,0.4,6,1041
rubber,6,2.85,4.86,0.61,7.62,8236
rubbery,7,1,3.24,0.29,7.53,8870
rubbing,7,2.38,3.76,0.45,6,12646
rubbish,7,2.46,3.64,0.42,10.63,5886
rubric,6,0.48,3.22,0.32,13.25,6782
ruby,4,2.78,4.77,0.59,6.83,1113
rucksack,8,0.95,4.14,0.25,14.3,5432
ruckus,6,1.88,2.52,0.33,9.26,3541
rude,4,3.05,2.52,0.55,7.11,3622
rudeness,8,1.64,2.15,0.25,8.89,15773
Rudolph,7,#,#,0.57,#,3542
rue,3,1.96,2.19,0.55,11.98,1067
ruffle,6,1.48,3.75,0.17,7.58,5081
rug,3,2.73,4.79,0.38,4.61,981
rugby,5,1.65,4.33,0.61,11.42,1072
rugged,6,2.01,2.75,0.56,10.58,6916
ruin,4,3.16,2.59,0.57,7.16,7995
ruined,6,3.12,2.96,0.58,7.16,14755
ruins,5,2.35,#,0.59,7.16,9851
rule,4,3.39,2.57,0.67,4.72,5115
ruler,5,2.21,4.66,0.6,5.94,11277
rules,5,3.54,#,0.67,4.72,9604
ruling,6,2.32,2.32,0.63,9.89,15261
rum,3,2.58,4.93,0.51,11.56,1294
rumble,6,2.15,3.73,0.5,8.33,6320
ruminate,8,0.78,2.19,0.18,14.5,19564
rummy,5,1.88,3.05,0.25,11.17,1776
rumor,5,2.73,2.15,0.53,9.56,5012
rump,4,1.86,4.81,0.39,8.95,2172
runaway,7,2.32,3.81,0.55,8.37,5260
rundown,7,1.88,2.3,0.44,7.78,5721
rung,4,1.86,3.5,0.36,8.27,6439
runner,6,2.41,4.86,0.6,5,11323
running,7,3.91,4.27,0.68,4.47,15218
runny,5,1.82,3.12,0.27,5.68,3042
runway,6,2.45,4.6,0.57,8.35,3669
rural,5,1.78,2.67,0.65,7.95,8192
ruse,4,1.94,1.57,0.46,12.17,4163
rush,4,3.21,2.9,0.63,6.7,3427
rushed,6,2.43,2,0.58,6.7,9661
Russia,6,2.8,#,0.66,#,6521
Russian,7,3.18,#,0.67,#,10004
rust,4,2.11,4.52,0.51,7.75,5697
rustic,6,1.61,2.7,0.49,10.37,12766
rusty,5,2.82,3.9,0.56,#,6399
rut,3,1.9,3.64,0.26,9.17,1606
ruthless,8,2.33,1.64,0.56,12.26,12476
rye,3,2.33,4.74,0.51,9.26,816
Sabbath,7,1.94,2.89,0.55,#,8198
saber,5,1.62,4.21,0.46,7.29,8762
sack,4,2.82,4.84,0.56,5.83,3142
sacred,6,2.86,1.77,0.62,8.53,12023
sacrifice,9,2.96,2.8,0.6,9.61,11097
sad,3,3.51,3.07,0.59,3.24,1787
sadden,6,0.7,2.44,0.2,8.83,8410
saddle,6,2.6,4.85,0.56,6.42,5721
sadness,7,2.39,1.82,0.51,5,10186
sadomasochism,13,0.48,2.33,0.3,17.74,14043
safari,6,2.03,4.14,0.49,8.44,7220
safe,4,3.86,3.41,0.66,5.11,1539
safeguard,9,1.69,2.21,0.53,11,6380
safety,6,3.22,2.37,0.67,5.84,3595
saga,4,1.61,2.19,0.58,10.42,2134
sage,4,1.95,4.54,0.57,11.39,2731
Sahara,6,1.86,#,0.56,#,8024
said,4,4.75,2.97,0.69,3.42,2501
sail,4,2.85,4.59,0.59,6.47,3087
sailboat,8,1.92,4.89,0.38,4.65,8517
sailing,7,2.68,4.17,0.6,#,16649
sailor,6,2.8,4.86,0.58,6.44,7310
sailors,7,2.35,#,0.59,6.44,8779
sails,5,2.22,#,0.56,6.47,3502
saint,5,2.96,3.45,0.65,7.49,11568
sake,4,3.52,2.74,0.57,8.74,1965
salamander,10,0.95,4.7,0.42,6.89,22452
salami,6,2.06,4.78,0.34,7.18,8121
salary,6,2.74,3.69,0.58,10.11,9418
sales,5,2.81,2.86,0.66,6.76,11705
salesman,8,2.73,4.81,0.56,8.29,17394
saliva,6,2.13,4.89,0.47,8.42,7888
salmon,6,2.53,4.81,0.58,8,9475
salon,5,2.37,4.73,0.56,9.5,9875
saloon,6,2.42,4.68,0.56,9,10801
salt,4,3,4.89,0.64,5.05,4171
salty,5,2.11,3.93,0.46,5.33,4873
salutation,10,0.85,3.34,0.27,11.28,23272
salute,6,2.57,4.48,0.51,7.42,9718
salvation,9,2.41,2.07,0.58,9.05,20446
salve,5,1.48,4,0.29,9.12,5808
same,4,4.33,2.64,0.7,5.63,3422
sameness,8,0.95,2.31,0.23,10.11,15573
sample,6,2.87,3.79,0.63,7.21,6752
samurai,7,2.21,4.5,0.56,10.47,7405
sanctuary,9,2.34,3.64,0.6,9.72,11531
sand,4,3.02,5,0.62,4.63,5981
sandals,7,1.95,#,0.39,5.21,9994
sandpaper,9,1.36,4.85,0.28,6.33,15802
sandwich,8,3.05,4.9,0.55,4.79,10319
sane,4,2.45,1.79,0.42,8.5,6494
sanitary,8,1.65,2.93,0.51,10.5,13390
sanitation,10,1.79,3.6,0.56,11.1,25863
sanity,6,2.15,1.85,0.47,10.29,8616
sans,4,1.4,#,0.49,#,6075
sap,3,2.25,4.37,0.55,7.53,1609
sapphire,8,1.79,4.76,0.45,9.22,9104
sappy,5,1.64,3.15,0.22,9.44,2200
sarcasm,7,2.17,1.63,0.38,9.06,7914
sarcastic,9,2.13,2.18,0.47,11.05,18022
sash,4,1.77,4.67,0.41,7.67,3483
sassy,5,2.22,2.14,0.35,8.22,3986
Satan,5,2.61,#,0.56,#,10277
satchel,7,1.88,4.73,0.33,12.35,10156
satellite,9,2.9,4.73,0.63,11.68,21983
satin,5,2.13,4.57,0.41,10.37,16589
satisfaction,12,2.55,1.9,0.57,9.53,27432
satisfactory,12,2.19,1.8,0.55,8.84,20295
satisfied,9,2.9,2.07,0.59,9.68,19048
satisfy,7,2.46,2.04,0.58,10,12624
satisfying,10,2.11,2.27,0.54,9.95,23582
saturate,8,1.04,3.48,0.29,12.84,18696
saturated,9,1.64,3.17,0.56,10.63,23181
Saturday,8,3.39,3.07,0.63,5.48,8595
Saturn,6,1.89,#,0.56,#,7483
saucer,6,2.15,4.79,0.43,8.44,9442
saucy,5,1.8,3.22,0.27,10.53,1824
sauna,5,1.85,4.68,0.38,10.28,4487
sausage,7,2.6,4.88,0.52,6.05,5403
savage,6,2.56,2.71,0.61,10.05,3581
savannah,8,1.89,4.33,0.57,12,6930
save,4,3.92,2.42,0.67,5.44,3020
saved,5,3.55,2.63,0.64,5.44,7505
saver,5,1.51,2.27,0.28,7.84,9182
saving,6,3.19,2.36,0.63,5.44,12700
savings,7,2.59,3.32,0.59,8.79,12973
savior,6,2.24,3.04,0.49,6.68,7148
savor,5,1.69,2.48,0.22,10.14,4129
savory,6,1.08,2.36,0.4,13.78,4763
savvy,5,1.74,2.03,0.39,12.35,1131
saw,3,4.31,4.46,0.69,5.36,962
sawdust,7,1.49,4.93,0.35,7.16,6386
sax,3,1.81,4.64,0.57,8.75,830
saxophone,9,1.94,5,0.57,9.1,10233
say,3,4.92,2.58,0.67,3.42,1159
saying,6,4.17,2.58,0.67,4.95,12117
says,4,4.21,#,0.68,3.42,1393
scab,4,1.52,4.71,0.25,6.65,3686
scaffolding,11,1.11,4.83,0.4,11.22,18223
scale,5,2.69,4.39,0.66,8.85,9160
scales,6,2.02,4.74,0.6,6.48,13649
scallop,7,1,4.61,0.29,11.26,9581
scalp,5,2.28,4.82,0.44,6.68,5827
scalpel,7,2.21,4.86,0.3,10.73,9224
scaly,5,1.23,4.22,0.44,7.83,7288
scan,4,2.68,3.48,0.57,9.6,6163
scandal,7,2.62,2.13,0.61,10.83,11523
scandalous,10,1.67,1.89,0.42,11.89,16135
scanner,7,2.18,4.79,0.52,11.37,14966
scapegoat,9,1.76,2.52,0.36,11.75,10612
scar,4,2.64,4.74,0.54,5.68,5645
scarce,6,1.94,2.57,0.56,10.53,7709
scarcity,8,0.95,2.07,0.49,11.65,9942
scare,5,3.23,2.96,0.55,4.22,10187
scarecrow,9,1.95,4.68,0.45,5.56,15114
scared,6,3.83,2.5,0.56,3.79,14672
scarf,5,2.38,4.97,0.44,5.68,5779
scarlet,7,2.23,4.04,0.56,11.36,10698
scary,5,3.13,3,0.51,4.26,6279
scatter,7,2.1,3.55,0.44,7.95,18090
scattered,9,2.28,3.03,0.61,7.95,27117
scavenger,9,1.65,3.93,0.33,9.32,20072
scenario,8,2.51,2.62,0.6,10.95,16099
scene,5,3.58,3.93,0.67,8.17,8600
scenery,7,2.29,3.38,0.56,9.7,15396
scenic,6,1.73,3.07,0.58,9.11,10135
scent,5,2.48,3.97,0.5,5.94,9343
scented,7,1.67,3.17,0.4,7.7,18223
schedule,8,3.18,3.48,0.63,7.47,13438
schematic,9,1.77,3.21,0.42,14.45,18084
scheme,6,2.57,2.41,0.66,9.65,6895
scheming,8,1.71,2.28,0.42,9.65,17340
schizophrenia,13,1.85,2.33,0.56,13.44,16664
scholar,7,2.27,3.5,0.61,10.37,9870
scholarly,9,1.36,1.8,0.59,10.25,11697
scholarship,11,2.71,2.96,0.62,11.11,14246
scientific,10,2.76,2.45,0.66,8.74,18322
scientist,9,2.79,4.24,0.62,6.89,21051
Scientology,11,1.2,1.96,0.56,15.3,14724
scissor,7,1.28,4.9,0.32,4.56,9729
scissors,8,2.53,4.85,0.44,4.5,11198
scold,5,1.83,3.07,0.24,8.53,4977
scoop,5,2.46,4.15,0.46,5.14,5027
scooter,7,2.15,4.96,0.49,6.68,15738
scope,5,2.46,3.74,0.62,9.83,5764
score,5,3.19,3.38,0.64,5.83,10646
scorn,5,1.78,2.59,0.38,10.32,6577
scorpion,8,2.14,4.84,0.52,7.84,14307
Scotch,6,2.88,4.55,0.46,11.83,6011
Scotland,8,2.58,#,0.65,#,11939
scoundrel,9,2.19,2.93,0.25,12.82,15315
scour,5,1.51,3.42,0.29,10.94,6379
scouts,6,2.45,4.19,0.59,6.41,6973
scowl,5,1.43,3.85,0.19,9.56,4121
scrabble,8,1.99,4.47,0.37,9.32,10560
scramble,8,2.09,3.31,0.43,8.83,10754
scrambled,9,2.57,3.93,0.4,5.61,15239
scrap,5,2.35,4.15,0.54,7.68,5656
scrape,6,2.32,4.15,0.33,6.21,7319
scraper,7,0.78,4.23,0.28,8.18,13481
scratch,7,2.98,4.16,0.57,5.61,10720
scratchy,8,1.7,2.69,0.49,5.16,10969
scrawny,7,1.91,3.14,0.2,9.11,5330
scream,6,3.13,4.32,0.56,4.2,8975
screaming,9,3.29,3.96,0.56,4.2,21161
screech,7,2.5,3.77,0.27,8.17,9904
screen,6,3.08,4.6,0.66,5.84,10901
screw,5,3.28,4.81,0.56,6.65,6524
screwdriver,11,2.11,4.9,0.33,6,18762
screws,6,2.25,#,0.5,6.65,6636
scribble,8,1.52,4.1,0.21,5.67,9712
scribe,6,1.15,4.04,0.45,10.1,5799
script,6,3,4.72,0.63,9.79,5436
scroll,6,2.07,4.11,0.54,9.89,6731
scrub,5,2.5,3.86,0.55,8.7,2714
scrumptious,11,1.59,2.38,0.2,10.32,14636
scrutinize,10,1.08,1.85,0.25,14.59,17569
scuba,5,1.9,4.23,0.58,7.6,2688
sculpture,9,2.2,4.79,0.61,7.47,9650
scum,4,2.7,3.9,0.33,9.83,2164
scythe,6,1.23,4.29,0.36,11.87,4172
sea,3,3.49,4.79,0.67,4.74,3846
seafood,7,2.02,4.83,0.55,6.86,6129
seagull,7,1.8,5,0.36,5.42,7659
seal,4,2.88,4.63,0.63,5.42,6910
seam,4,1.53,4.5,0.47,7.6,4791
seaman,6,1.94,4.42,0.54,9.45,9954
seamstress,10,1.45,4.43,0.32,9.71,20843
searching,9,2.93,2.73,0.62,8.72,20660
seashore,8,1.4,4.63,0.45,6.44,15083
seaside,7,1.53,4.46,0.56,7.24,10443
season,6,3.21,3.32,0.65,6.05,10686
seasonal,8,1.71,2.96,0.59,8.17,15177
seasoning,9,1.45,4.67,0.43,7.45,23018
seasons,7,2.32,#,0.63,6.05,12542
seat,4,3.6,4.78,0.64,4.58,8027
seating,7,2.04,4.29,0.57,6.43,23618
Seattle,7,2.81,#,0.64,#,12535
seaweed,7,1.95,4.89,0.45,6.74,9911
secluded,8,1.72,3.07,0.47,11.1,11936
second,6,4.16,3.3,0.7,4.68,12174
secondary,9,2.32,2.37,0.66,9.11,16307
seconds,7,3.56,#,0.62,4.68,12589
secret,6,3.75,2.19,0.67,5.39,10025
secretary,9,3.23,4.54,0.64,7.75,15501
secretive,9,1.84,2.25,0.44,9.63,17576
secrets,7,3.09,#,0.59,5.39,11031
sect,4,1.58,3.52,0.57,13.39,4472
section,7,3.15,3.24,0.68,6.78,16363
sector,6,2.56,3.41,0.64,13,8592
secure,6,3.09,2.69,0.65,8.42,9886
sedate,6,1.81,2.96,0.27,11.84,15626
sedative,8,2.12,4.56,0.41,11.85,18782
seduce,6,2.25,2.18,0.5,11.95,8951
seduction,9,1.71,2.21,0.44,13.83,20349
seductive,9,1.59,2.48,0.41,11.89,16009
seed,4,2.59,4.71,0.61,4.72,7386
seeds,5,2.36,#,0.6,4.72,7801
seedy,5,1.58,2.58,0.33,9.68,7536
seeing,6,3.75,3.48,0.66,3.06,14025
seek,4,2.97,2.68,0.65,6.94,2965
seeker,6,1.68,3.44,0.44,7.68,10025
seeking,7,2.46,2.74,0.66,6.94,14205
seem,4,3.85,1.75,0.65,6.74,3912
seen,4,4.29,2.96,0.69,3.06,6717
seep,4,1,3.08,0.3,10.06,3575
seesaw,6,1.36,4.92,0.3,4.81,8352
segment,7,2.01,3.4,0.64,11.11,11100
segregation,11,1.64,2.65,0.56,11.28,24875
seize,5,2.39,3.97,0.56,10.15,3441
seldom,6,2.23,1.38,0.59,7.95,5899
select,6,2.26,2.48,0.64,8,9622
selection,9,2.37,2.34,0.66,7.21,21513
selective,9,1.79,2.12,0.58,9.5,17173
self,4,2.86,3.1,0.65,5,3866
selfish,7,2.91,1.92,0.5,5.26,8720
selfless,8,1.97,1.61,0.41,9.28,13815
sell,4,3.67,3.35,0.64,7.05,5382
seller,6,2.05,3.57,0.56,6.84,14960
selling,7,3.28,2.89,0.65,7.05,18944
semen,5,2.31,4.79,0.44,12.37,8599
semester,8,2.55,3.07,0.57,12.25,23394
semi,4,2.08,2.74,0.56,8.85,4399
seminar,7,2.34,3.48,0.57,11.8,15701
senate,6,2.52,3.81,0.62,10.79,15850
senator,7,3.23,4.59,0.62,9.58,15575
send,4,3.96,2.7,0.64,5.68,7609
sender,6,1.59,3.82,0.52,7.28,16372
sending,7,3.25,2.87,0.64,5.68,20300
senile,6,1.95,2.46,0.3,11.26,12213
senior,6,3.13,2.97,0.66,8.26,12627
sensation,9,2.4,2.87,0.57,9.17,24511
senses,6,2.64,#,0.57,7.32,14223
sensibility,11,1.42,1.52,0.48,10.65,17470
sensible,8,2.54,1.52,0.52,8.78,14391
sensitive,9,3.06,2.21,0.62,8.19,19129
sensory,7,1.75,2.55,0.57,10.84,11873
sensual,7,1.89,2.26,0.45,12.1,12064
sentence,8,3.02,3.57,0.61,5.84,20106
sentences,9,2.23,#,0.58,5.84,24595
sentient,8,1.38,#,0.55,11.77,21729
sentimental,11,2.56,1.68,0.52,12.05,28044
sentry,6,1.85,4.04,0.44,11.12,11187
separate,8,3.05,3.25,0.68,6.63,18454
separation,10,2.4,2.96,0.63,8.89,25950
sequence,8,2.63,3.1,0.64,10.28,9937
serendipity,11,1.48,1.62,0.25,12.61,24416
serene,6,1.81,2.07,0.44,11.38,18826
serenity,8,1.96,1.62,0.43,11.05,20948
sergeant,8,3.51,4.7,0.6,9,18026
serial,6,2.76,2.44,0.62,10.42,15251
series,6,3.01,2.92,0.69,9.05,16809
serious,7,3.88,2.1,0.67,6.58,16718
seriously,9,3.52,2,0.64,#,18692
sermon,6,2.15,3.34,0.56,6.6,14346
serpent,7,2,4.97,0.56,8,16958
servant,7,2.79,4.64,0.6,7.89,15378
serve,5,3.29,3.78,0.67,7.17,10311
server,6,2.3,4.55,0.59,9.94,16473
service,7,3.61,2.21,0.68,8,13101
services,8,3.02,#,0.67,8,17590
serving,7,2.78,3.32,0.66,7.17,19991
sesame,6,1.9,4.5,0.51,7.41,9942
session,7,2.83,2.58,0.64,9.89,16903
setback,7,1.9,1.97,0.5,10.4,6629
setting,7,3.04,2.96,0.68,6,19648
settle,6,3.33,2.31,0.61,8.26,7893
settlement,10,2.51,3.07,0.64,8.74,17479
seven,5,3.73,3.72,0.69,5.36,8228
seventies,9,1.48,#,0.55,#,21765
several,7,3.3,3,0.7,6.77,16748
severe,6,2.68,2.43,0.64,9.05,15116
severity,8,1.49,1.76,0.56,11.06,16327
sew,3,2.45,3.93,0.31,6.05,2340
sewage,6,1.79,4.52,0.56,8.47,4999
sewer,5,2.38,4.46,0.54,7.05,8986
sex,3,3.89,4.1,0.66,9.79,2635
sexism,6,1,1.61,0.46,13.63,6065
sexist,6,1.95,1.83,0.4,11.32,9104
sexual,6,3.23,2.5,0.65,11.33,6160
sexuality,9,2.2,2.61,0.58,11.83,11787
sexy,4,3.19,2.64,0.56,10.65,2651
shabby,6,1.94,2.81,0.3,10.56,3693
shack,5,2.46,4.93,0.49,6.15,4846
shackle,7,1.23,4.34,0.23,12.16,8399
shade,5,2.48,3.38,0.57,6.37,6092
shades,6,2.16,#,0.56,6.37,10581
shadow,6,3.03,4.54,0.63,5,4765
shady,5,2.08,2.96,0.51,10.65,3641
shaft,5,2.6,4.71,0.58,10.17,2832
shag,4,1.99,3.15,0.32,10.53,3224
shaggy,6,1.9,3.23,0.43,#,3598
shake,5,3.31,4.07,0.56,5.26,3669
shaken,6,2.23,3.26,0.5,5.26,7485
shaker,6,1.91,4.11,0.43,8.33,9831
Shakespeare,11,2.76,#,0.6,#,19972
shaking,7,2.82,4.27,0.49,5.26,14011
shaky,5,2.18,3.4,0.39,8,2864
shall,5,3.98,2.33,0.63,8.42,7121
shallow,7,2.48,3.45,0.59,7,9276
sham,4,1.89,3.07,0.41,11.6,3385
shaman,6,2.11,4.08,0.48,12.25,8548
shame,5,3.33,2.24,0.56,6.55,5126
shameful,8,2,1.71,0.36,7.89,7017
shampoo,7,2.33,4.68,0.35,5.39,6264
shamrock,8,1.18,4.89,0.52,10,7127
shanty,6,1.38,3.97,0.34,13.33,9643
shape,5,3.19,3.14,0.65,4.47,4976
shapes,6,1.99,#,0.6,4.47,9465
shard,5,1.58,4.21,0.35,9.9,6033
share,5,3.55,2.96,0.67,4.84,9947
shares,6,2.51,2.66,0.64,4.84,14436
sharing,7,2.8,#,0.64,4.84,19093
shark,5,2.88,4.93,0.58,5.47,5675
sharp,5,3.08,3.86,0.65,6.11,5673
sharpen,7,1.76,3.72,0.29,5.61,11152
shatter,7,1.86,3.96,0.4,9.33,17850
shave,5,2.85,4.23,0.39,5.89,4724
shaving,7,2.48,4.63,0.41,5.89,14404
shawl,5,1.85,5,0.32,9.74,2751
she,3,5.28,3.36,0.69,3.57,3044
shed,4,2.75,4.55,0.61,7.33,7529
sheen,5,1.69,3.64,0.47,10.39,7730
sheep,5,2.84,4.9,0.6,4.25,4588
sheer,5,2.37,3.35,0.57,9.63,10076
sheet,5,2.77,4.93,0.61,5.33,5268
sheets,6,2.8,#,0.58,5.33,6274
shelf,5,2.55,4.96,0.56,5.5,4879
shell,5,2.83,4.8,0.64,5.22,6395
shellfish,9,1.71,4.53,0.49,9.1,11350
shells,6,2.46,#,0.59,5.22,6810
shelter,7,2.78,4.64,0.61,9.21,15706
sheltered,9,1.73,3.62,0.55,#,24733
shelves,7,2.15,#,0.49,5.5,11275
shepherd,8,2.58,4.67,0.59,6.67,12809
sheriff,7,3.49,4.5,0.6,6,12986
Sherlock,8,2.43,#,0.58,#,12549
sherry,6,2.85,4.32,0.49,13.58,10418
shield,6,2.62,4.66,0.62,6.5,5697
shift,5,3.07,2.81,0.64,9.17,3044
shifty,6,1.58,1.91,0.27,11.68,3746
shimmer,7,1.46,3.28,0.32,10,11552
shin,4,2.2,4.86,0.55,8.39,9276
shine,5,3.02,3.85,0.56,5.79,11551
shingle,7,1.59,4.82,0.44,8.56,17047
shingles,8,1.53,4.47,0.42,9.2,21536
shining,7,2.7,3.39,0.56,7,21608
shiny,5,2.6,3.33,0.52,4.32,9432
ship,4,3.7,4.87,0.66,5.33,2907
shipment,8,2.51,4.48,0.53,9.74,11507
shipping,8,2.51,3.59,0.62,9.15,15048
ships,5,3,#,0.65,5.33,3213
shipwreck,9,1.45,4.3,0.47,10.35,9824
shiver,6,1.9,3.88,0.3,7.5,11317
shock,5,3.17,4,0.63,7.53,4080
shocked,7,2.78,#,0.59,#,9463
shocking,8,2.5,2.46,0.55,7.61,15320
shoddy,6,1.58,2.87,0.29,11.61,3380
shoe,4,3.19,4.97,0.58,2.6,2635
shoelace,8,1.59,5,0.2,4.16,9484
shoes,5,3.58,#,0.6,2.6,7124
shoot,5,3.93,3.97,0.62,5.53,4320
shooter,7,2.7,4.14,0.56,8,14877
shooting,8,3.46,3.85,0.65,5.53,19911
shop,4,3.44,4.31,0.65,5.78,3240
shopper,7,1.53,4.44,0.34,6.58,11571
shopping,8,3.19,3.44,0.62,4.7,15381
shops,5,2.36,#,0.61,5.78,3546
shore,5,3.01,4.79,0.63,6.93,9785
short,5,3.64,3.61,0.69,4.32,6246
shortage,8,2.13,2.46,0.56,9.89,10118
shortbread,10,1.04,4.56,0.26,8.78,14290
shortcake,9,1.43,4.41,0.32,6.79,9517
shorten,7,1.72,3.11,0.42,7.33,14457
shorter,7,2.48,3.54,0.62,4.32,16803
shorts,6,2.68,4.82,0.57,3.95,7252
shot,4,4.06,4.44,0.67,5.84,3394
shotgun,7,2.71,4.96,0.56,7.53,5642
shots,5,3.16,#,0.61,5.84,4400
should,6,4.73,1.53,0.69,8.42,5528
shoulder,8,3.13,4.93,0.6,4.5,14291
shout,5,2.92,4.17,0.54,4.72,5106
shouting,8,2.87,3.97,0.55,4.72,20697
shove,5,2.83,4.04,0.3,6.7,4931
shovel,6,2.54,4.97,0.41,6.28,6665
shower,6,3.32,4.89,0.56,4.72,9821
showers,7,2.39,#,0.49,4.72,11290
showy,5,1.2,2.43,0.41,10.26,3187
shred,5,2.18,4.38,0.29,9.28,10572
shriek,6,1.52,3.97,0.28,8.94,5736
shrill,6,1.4,2.8,0.32,11.44,7468
shrimp,6,2.65,4.8,0.57,7.11,6183
shrine,6,2.18,4.47,0.58,9.63,13589
shrink,6,2.76,3.55,0.47,7.06,11600
shrivel,7,1.32,3.57,0.26,9.61,8927
shrub,5,1.18,4.92,0.56,8.06,2586
shrubbery,9,1.28,4.89,0.33,8.89,10415
shrubs,6,1.23,4.64,0.57,8.06,2810
shrug,5,1.32,4.21,0.23,7.94,2526
shudder,7,1.76,3.41,0.24,10.16,10911
shuffle,7,2.18,3.83,0.46,8.95,6002
shun,4,1.43,2.58,0.45,11.33,3441
shutter,7,1.88,4.38,0.52,7.83,13756
shy,3,2.97,2.52,0.56,5.32,1544
sibling,7,1.7,4.37,0.52,7.58,16834
sick,4,3.93,2.97,0.6,4.05,4932
sickening,9,1.67,2.32,0.22,7.26,21978
sickle,6,1.46,4.88,0.39,11.35,8485
sickly,6,1.6,2.6,0.37,7.37,6613
sickness,8,2.61,3.45,0.56,5.53,13372
side,4,4.01,3.68,0.68,4.72,5145
sideburns,9,1.78,4.96,0.26,8.44,9585
sides,5,2.92,3.82,0.66,4.72,9634
sidewalk,8,2.45,4.96,0.5,4.28,9288
sideways,8,2.15,3.53,0.51,#,6775
siding,6,1.84,4.64,0.53,9.18,15235
siesta,6,1.42,3.89,0.21,11.82,12882
sieve,5,1.45,4.59,0.39,12.36,5332
sigh,4,2.24,3.89,0.32,7.39,2991
sight,5,3.36,3.21,0.63,5.44,3327
signal,6,3.29,3.86,0.64,6.67,7251
signature,9,2.8,4.43,0.64,8.83,15003
significance,12,2.25,1.68,0.64,10.11,16189
significant,11,2.52,1.67,0.69,9.89,16177
signs,5,3.05,#,0.65,4.32,4616
silence,7,3.11,3.33,0.6,4.6,13392
silent,6,3.07,3.67,0.63,4.42,13380
silk,4,2.7,4.7,0.59,7.39,3236
silky,5,1.61,4.12,0.4,9.1,3329
sill,4,1.38,4.59,0.41,7.33,4747
silly,5,3.46,2.2,0.56,4.17,6291
silo,4,1.69,4.3,0.39,9.93,4599
silver,6,3.21,4.52,0.66,6.21,11300
silverware,10,2.04,4.66,0.36,5.89,19543
similar,7,2.84,2.46,0.69,7.33,10372
similarity,10,1.57,1.9,0.58,8.89,16125
simile,6,1.15,2.04,0.24,11.68,8804
simple,6,3.66,1.62,0.67,6.89,7655
simplicity,10,1.85,1.96,0.57,9.89,13144
simply,6,3.37,1.83,0.69,7.92,5783
sin,3,2.91,1.85,0.6,6.74,8593
since,5,4.21,1.38,0.7,6.85,11623
sincere,7,2.49,1.81,0.52,8.79,22327
